"package","D.Obs","P0","P1"
"libsocialweb.common",0.207108423329712,0.4425,0.2475
"libtracker.extract",0.16978488590919,0.4625,0.235
"live.tools",-0.24677981103217,0.6475,0.0325
"plymouth.drm",1.1624983423205,0.1425,0.5375
"python.parted",0.908673180395505,0.185,0.4025
"python.webkit",1.27633379185258,0.055,0.69
"tracker.extract",0.262670314870437,0.465,0.2125
"tracker.gui",0.245032069965197,0.445,0.215
"tracker.miner.fs",0.197381941506275,0.475,0.2025
"unace",0.794481278330811,0.2175,0.3675
"unoconv",1.29737633567342,0.1825,0.585
"update.manager.gnome",1.43751439718959,0.3425,0.5325
"bcache.tools",-2.69801038248149,0.7625,0.125
"bdfpsf",-2.13207815676247,0.745,0.09
"bindfs",-4.5806563869774,0.77,0.1375
"bogl.bterm",0.981333518920328,0.165,0.4575
"clonezilla",-2.17653269120292,0.9075,0.0325
"cloudfuse",-3.27574424879004,0.7925,0.1
"davfs",-2.28284278089697,0.755,0.1075
"dirvish",-3.36239173562726,0.9275,0.0275
"diskscan",-3.37443997343141,0.76,0.11
"drbl",-2.34507444958358,0.9025,0.025
"drbl.chntpw",-2.35382142537006,0.75,0.1275
"encfs",0.276022258675466,0.4575,0.22
"ffs.tools",-0.864607523105738,0.6875,0.1275
"fsarchiver",-1.76087672072837,0.8475,0.0275
"fstransform",0.708008457711245,0.3525,0.42
"hexedit",0.7079907020837,0.2975,0.38
"ifenslave",0.640221300288211,0.3425,0.39
"initramfs.tools.core",1.17531420067464,0.0825,0.5775
"ipcalc",-2.27831163217885,0.9075,0.025
"isolinux",0.761877207114199,0.2175,0.3575
"kexec.tools",0.76425399412342,0.26,0.37
"lbzip",-2.68470289978633,0.765,0.095
"libc.ln",1.03783948420824,0.195,0.495
"libdata.validate.ip.perl",-1.92839028816949,0.745,0.09
"libefivar",1.36267089129952,0.02,0.8075
"libfdisk",1.49144619921061,0.005,0.91
"libffs",-0.765040850727436,0.665,0.13
"libgetopt.argvfile.perl",-2.75579911859849,0.795,0.1
"liblchown.perl",-3.8133199125998,0.755,0.0875
"liblz",1.75258647899151,0.0125,0.96
"libnetaddr.ip.perl",0.617869029248945,0.3825,0.415
"libnet.ipvaddr.perl",-2.29363755787059,0.765,0.11
"libnet.netmask.perl",-2.23323850672615,0.7375,0.095
"libnetwork.ipvaddr.perl",-4.52100205793012,0.8,0.1125
"libnghttp",1.03366205140548,0.1925,0.5175
"librlog",0.414821254646578,0.405,0.2325
"libtime.modules.perl",-2.17329789952473,0.8925,0.025
"libtime.parsedate.perl",-2.53966815177538,0.925,0.025
"libtime.period.perl",-2.0852604990774,0.8975,0.02
"live.config.systemd",0.469268314430013,0.3825,0.215
"lrzip",-3.59871581332756,0.7725,0.09
"lsscsi",-2.53334724068027,0.93,0.0225
"lziprecover",-2.15798834881294,0.73,0.12
"mkswap.uuid",-1.97030964048161,0.785,0.1125
"nilfs.tools",-3.44780580455287,0.8,0.1125
"open.iscsi",0.689995542770729,0.28,0.3675
"partclone",-4.11407978925198,0.815,0.1
"partclone.utils",-2.01122310096648,0.7525,0.09
"pigz",-2.24648760992236,0.92,0.0175
"pixz",-2.80237859287071,0.805,0.0975
"plzip",-2.20853388406125,0.765,0.1025
"psf.unifont",-3.50242132652416,0.775,0.12
"pwgen",0.97302699071886,0.175,0.49
"pxelinux",0.345357585989435,0.435,0.2475
"pxz",-3.51050124549403,0.78,0.1075
"rsnapshot",-2.22778531443744,0.765,0.0975
"sfs",-1.79721050065932,0.7325,0.09
"syslinux.efi",0.647155912596852,0.355,0.44
"syslinux.utils",0.946107107471365,0.22,0.4625
"tcl.expect",-2.35030493989352,0.7475,0.1125
"tcplay",-0.184870959468004,0.5975,0.1075
"tinc",-3.02483369150529,0.7525,0.12
"tofrodos",-1.41240488016927,0.91,0.0025
"txthtml",-3.68055200471838,0.77,0.115
"udpcast",-2.71135578031889,0.915,0.025
"ufsutils",-2.83621473791383,0.765,0.0925
"vd",2.03428752440398,0.0775,0.8025
"vlan",-0.247908595094955,0.625,0.1125
"vmfs.tools",0.507336954550446,0.3625,0.305
"wakeonlan",-0.889580060213168,0.73,0.095
"zbackup",-1.90741349775902,0.73,0.125
"abe",5.82627621804651,0,0.9525
"abe.data",7.02434829204921,0,0.9625
"abiword",2.21000492436067,0.0075,0.945
"abiword.common",2.25960186942076,0.005,0.9475
"abiword.plugin.grammar",1.67690421446146,0.11,0.695
"abiword.plugin.mathview",2.59159531711722,0.275,0.6775
"abwodt",0.354656156113659,0.49,0.365
"ack.grep",2.59141258194544,0.195,0.74
"adequate",0.305563988858055,0.5,0.375
"advancecomp",4.52399043133239,0.135,0.7975
"aeolus",-0.321634543353446,0.535,0.31
"aespipe",3.588031291637,0.09,0.795
"afflib.tools",0.732288050848187,0.35,0.4525
"agave",0.122852844144696,0.4675,0.345
"akonadi.backend.sqlite",2.46235210885059,0.2525,0.67
"akonadiconsole",2.82367928663646,0.075,0.8575
"akonadi.kde.resource.googledata",1.6862107367633,0.275,0.65
"akregator",2.49016873997592,0.0025,0.98
"alarm.clock",2.32422401941625,0.265,0.6475
"alarm.clock.applet",2.42050265484065,0.195,0.735
"alsamixergui",-0.0251304515210903,0.545,0.205
"amor",4.09351164209684,0.105,0.7825
"ams",4.51437197216707,0.1175,0.81
"analitza.common",1.26660637408202,0.285,0.5875
"ant",0.721929957235889,0.2375,0.3475
"anthy",3.40277145489441,0.1725,0.77
"antlr",3.27665061027881,0.0825,0.78
"ant.optional",0.77177349154941,0.225,0.3375
"apache.mpm.prefork",0.109851946731116,0.51,0.2
"apertium",1.97282499485548,0.1475,0.7475
"apertium.dbus",1.93902784249625,0.135,0.6975
"apertium.en.es",1.88178393342476,0.1525,0.695
"apertium.eo.es",-2.71793351057065,0.875,0.0625
"apertium.es.ca",-3.13608747306985,0.875,0.0625
"apertium.es.gl",-3.33539674204685,0.8775,0.0475
"apertium.es.pt",-2.36872253774273,0.87,0.0375
"apertium.es.ro",-3.6810762718838,0.8825,0.0525
"apertium.eu.es",-2.9175623943589,0.8925,0.05
"apertium.fr.es",-3.51151999769708,0.89,0.05
"apertium.oc.es",-2.2188471250587,0.8825,0.04
"apertium.tolk",1.89898981227581,0.115,0.7375
"apparmor.profiles",3.45818419769111,0.24,0.75
"apparmor.profiles.extra",3.59575275003878,0.15,0.7825
"apparmor.utils",-0.359462409749494,0.5575,0.3325
"apper",-0.866998593297947,0.63,0.285
"apper.data",-0.930376829540273,0.68,0.2275
"apt.file",0.62329760437494,0.3075,0.3525
"apt.rdepends",-0.177043776465658,0.555,0.3825
"apt.transport.tor",3.69368701223062,0.195,0.76
"archivemount",2.65269502752187,0.2525,0.685
"argyll",0.0156642376094175,0.555,0.175
"argyll.ref",0.627783794794552,0.365,0.425
"arista",2.04852839456514,0.19,0.69
"armagetronad",0.694200147211654,0.38,0.445
"armagetronad.common",0.795779689985184,0.315,0.45
"arno.iptables.firewall",1.00468721486317,0.41,0.465
"array.info",-3.22640703938076,0.825,0.0975
"aspectj",3.3241839440257,0.1275,0.7625
"aspell.cs",0.920394090449254,0.385,0.4725
"aspell.de",4.92683492111489,0.0975,0.79
"aspell.fa",-0.686692402719991,0.605,0.2575
"aspell.hu",1.0002668034756,0.3375,0.5
"aspell.hy",-1.35718173999805,0.6525,0.2475
"aspell.pt.br",1.91349564387777,0.2725,0.635
"aspell.sk",1.12764395358644,0.345,0.5025
"atftp",-2.17661212528139,0.8025,0.075
"atftpd",-2.53100543992251,0.825,0.065
"atitvout",3.58442961586466,0.1075,0.77
"atomix",-1.76267832358489,0.815,0.065
"atomix.data",-1.22396657253164,0.79,0.0725
"audacious.plugins.data",1.66789333279279,0.01,0.8725
"augeas.lenses",-2.31947880152933,0.8375,0.0825
"augeas.tools",-3.98990319919454,0.8425,0.0725
"aumix.common",3.19599656658434,0.1175,0.79
"authbind",0.673536090678853,0.4275,0.425
"autoconf.archive",2.91062877565991,0.225,0.74
"avahi.discover",4.65468491381003,0,0.965
"avogadro",0.978092390351004,0.38,0.4625
"avogadro.data",0.648040028665945,0.3125,0.3375
"awesome",-0.614185649888488,0.615,0.2625
"axel",1.16954128053697,0.2375,0.5625
"axpg",2.35586024277626,0.2325,0.6825
"axpg.data",2.47803477019397,0.185,0.73
"backintime.common",0.895861014195783,0.42,0.44
"backintime.gnome",1.09360719677263,0.42,0.4875
"bacula.common",-2.94789144229598,0.8375,0.0825
"bacula.console",-2.73886895990077,0.83,0.075
"bacula.fd",-2.73416500018206,0.84,0.06
"bacula.sd",-2.79595006047572,0.85,0.0975
"baloo.utils",2.26914721527716,0.095,0.8325
"banshee",-2.08715267677852,0.6875,0.2625
"bbswitch.dkms",2.0093967452287,0.19,0.6775
"bbswitch.source",4.36094974138026,0.21,0.75
"beep",1.61671191060571,0.06,0.81
"big.cursor",0.810065180491353,0.395,0.39
"bijiben",0.515263408943085,0.415,0.3875
"bilibop.common",3.69830736162135,0.195,0.7725
"bilibop.udev",3.08705874734911,0.175,0.755
"biniax",5.40785712396513,0,0.955
"biniax.data",6.46803335675454,0,0.97
"bitpim",4.68825866486096,0.05,0.8625
"bitpim.lib",7.30917764242528,0.06,0.8775
"bladerf",1.83861647337977,0.245,0.625
"blender.data",0.727473960989245,0.385,0.4075
"blepvco",-0.128857003197348,0.5125,0.3175
"blinken",-1.31804516159951,0.8475,0.025
"blobby",5.30500023448717,0.105,0.795
"blobby.data",3.80453965914488,0.105,0.79
"blobby.server",4.39227595252191,0.12,0.7875
"blogilo",4.17323863164081,0.1125,0.8075
"blop",0.0463069099491345,0.5025,0.3075
"bluefish",-0.426614304361152,0.625,0.14
"bluefish.data",-0.139303823372539,0.545,0.1375
"bluefish.plugins",-0.328362384173553,0.635,0.1225
"bmon",-1.26370272513377,0.6525,0.2375
"bogofilter",-0.184915648061127,0.635,0.0825
"bogofilter.bdb",-0.226359459173166,0.6175,0.09
"bogofilter.common",-0.188425437757266,0.6075,0.0675
"bomber",-2.12724790811763,0.8625,0.0375
"bookletimposer",3.54531351141339,0.175,0.765
"bootchart",0.929835191813245,0.3875,0.4375
"boot.info.script",-2.31256552305345,0.83,0.0625
"bootlogd",5.85081037589241,0,0.9575
"bovo",-2.67476685628258,0.8975,0.0325
"bristol",4.44751686957995,0.11,0.775
"bristol.data",3.35515965618989,0.0875,0.775
"broadcom.sta.dkms",2.85361376696651,0.225,0.7125
"bsdtar",4.61252922345416,0.2,0.78
"btrfs.modules",-6.01144101157915,0.9175,0.01
"bum",0.338388524151385,0.44,0.345
"bup",1.83699348792928,0.2625,0.64
"bup.doc",1.6719495042153,0.3,0.6275
"burgerspace",4.26313558880611,0.005,0.9725
"bwidget",5.91541035416991,0.1,0.8275
"byzanz",4.41742375649838,0.075,0.7925
"bzip.doc",0.963465404041507,0.3525,0.51
"bzr.builddeb",0.876136483138821,0.4125,0.455
"cairo.clock",0.897728525616456,0.455,0.45
"calendar.google.provider",4.22724691511085,0.1025,0.78
"calf.plugins",2.293223875258,0.1625,0.7425
"calibre",0.71734524238455,0.3075,0.385
"calibre.bin",0.712709153832496,0.285,0.35
"calligra.data",0.686304385972431,0.3025,0.375
"calligra.libs",0.637484417240741,0.365,0.405
"cantor",1.08605296538205,0.26,0.5
"cantor.backend.kalgebra",-2.72646247798675,0.7325,0.18
"capiutils",3.48060908691803,0.105,0.78
"cciss.vol.status",-4.08312374894166,0.835,0.1
"cdebootstrap",-0.945833754700846,0.7,0.1225
"cdpr",-2.9016740893304,0.85,0.0725
"ceferino",8.51015513355911,0,0.955
"ceferino.data",6.74322596180561,0,0.9625
"celestia",-3.31802114515147,0.8725,0.0525
"celestia.common",-1.51690303274405,0.8275,0.045
"celestia.common.nonfree",-3.12769660993783,0.865,0.0525
"celestia.gnome",-1.72812510695111,0.8175,0.0575
"cellwriter",-4.97424319412716,0.9,0.0475
"cervisia",2.80204000127362,0.095,0.82
"cfengine",-4.1721787071143,0.9275,0.0275
"cfv",0.915766444969031,0.3075,0.4825
"cgmanager",2.11590444673047,0.04,0.845
"cgminer",4.07786582922711,0.1225,0.7625
"chameleon.cursor.theme",0.871077316634313,0.4,0.425
"checkgmail",0.983187147617705,0.4,0.46
"chemical.mime.data",-1.88690414066931,0.7225,0.1675
"chemtool",-2.00291275382527,0.71,0.205
"childsplay",2.98141743203371,0.0175,0.9125
"chromium.bsu",3.68485220432681,0.1,0.8575
"chromium.bsu.data",2.77597507196447,0.115,0.8075
"chromium.inspector",2.76103996248896,0.05,0.9
"chromium.ln",1.48320707662915,0.145,0.66
"cinnamon",-0.676982945796945,0.695,0.0625
"cinnamon.common",-0.628788606514012,0.7,0.0875
"cinnamon.control.center",-0.72420269246264,0.7075,0.0775
"cinnamon.control.center.data",-0.731337017141395,0.71,0.0775
"cinnamon.desktop.data",-0.502924014409598,0.6575,0.085
"cinnamon.ln",0.267310708332056,0.5325,0.3575
"cinnamon.screensaver",-1.17971203111029,0.725,0.105
"cinnamon.session",-0.59284031141198,0.7,0.0725
"cinnamon.session.common",-0.531349946246446,0.6925,0.0625
"cinnamon.settings.daemon",-0.76214100521169,0.7075,0.1025
"circuslinux",6.99711305007327,0,0.955
"circuslinux.data",6.10343220964304,0,0.97
"cjs",-0.758852673653123,0.7075,0.095
"clamav",0.716537614253497,0.24,0.3525
"clamav.base",0.685886057245365,0.24,0.3125
"clamav.freshclam",0.725586455208246,0.305,0.3775
"clamtk",0.975638136715526,0.1625,0.48
"clamz",2.92603600465738,0.05,0.8575
"cloop.utils",2.94762622572116,0.1175,0.7575
"cmospwd",0.625921773252822,0.355,0.405
"cm.super.minimal",-0.273178232459974,0.4825,0.3325
"cm.super.x",-0.30602296579488,0.52,0.3075
"cmus",0.146086073918847,0.525,0.3625
"collectd",6.63824391761249,0,0.965
"collectd.core",6.49530620868783,0,0.96
"colordiff",0.480350404444389,0.43,0.415
"comgt",-1.46637122262325,0.7825,0.0825
"compton",1.08998914644302,0.1975,0.5325
"conky",1.69050441971109,0.0875,0.7475
"connect.proxy",3.39416306938297,0.1625,0.79
"connman",0.399693893140454,0.43,0.39
"convert.pgn",7.1664995791898,0,0.965
"cowsay",-1.63920958445825,0.815,0.07
"cplay",2.8769318643845,0.2375,0.6975
"cpuid",-2.81232442200128,0.8175,0.06
"crack.attack",3.6159957026658,0.095,0.77
"crack.common",3.9920379943544,0.1375,0.81
"crack.md",6.0572143508355,0.125,0.8
"crc.modules",-4.94773620933884,0.905,0.0225
"create.resources",-0.535339162422412,0.5625,0.3225
"cron.apt",7.87187395667119,0,0.9675
"crossfire.client",4.22771709142415,0.1125,0.8075
"crossfire.client.images",3.79385113822019,0.1025,0.7975
"crossfire.client.sounds",3.55274227211734,0.09,0.795
"crossfire.common",3.64267646763948,0.07,0.8025
"crossfire.doc",5.34580882206212,0.11,0.79
"crossfire.maps.small",4.3728742924824,0.1275,0.8075
"crossfire.server",4.30142376746637,0.0925,0.7875
"crosshurd",-3.42934274259848,0.8525,0.08
"cryptkeeper",-0.820934190259569,0.6525,0.2175
"crypto.dm.modules",-3.32273682603476,0.8925,0.01
"crypto.modules",-3.61344500791761,0.91,0.0225
"crystalcursors",1.10789852408019,0.38,0.4625
"cscope",2.7409838060738,0.225,0.7125
"csladspa",-0.0939750085439812,0.5125,0.315
"csound",1.69543129631591,0.12,0.7
"csound.data",1.812739867762,0.1325,0.685
"csound.utils",1.71353622514268,0.1275,0.715
"cu",-3.00844393893415,0.845,0.08
"culmus",3.00863930296745,0.14,0.77
"cups.backend.bjnp",3.28025045059986,0.09,0.755
"cvsservice",2.21649852871974,0.085,0.7775
"cyclist",-0.132248188493192,0.4975,0.36
"daemon",-2.69227465895831,0.845,0.07
"dahdi.firmware.nonfree",0.449767296765088,0.405,0.37
"daisy.player",4.00683162890541,0.1025,0.7975
"dar",1.18308838107115,0.3425,0.535
"dasher",0.538395018404555,0.3725,0.3875
"dasher.data",0.578384653217591,0.355,0.4125
"dbconfig.common",5.17479496467859,0.1225,0.8
"dbus.java.bin",3.65999265122272,0.125,0.7625
"dcraw",1.51663651894311,0.1525,0.66
"ddd",3.36153234056042,0.0975,0.7725
"debian.goodies",0.31900808906222,0.5075,0.3425
"debugedit",0.886452620263734,0.235,0.4375
"deluge",2.43116531613877,0.2375,0.71
"deluge.common",2.52517485655771,0.2,0.7225
"deluge.gtk",2.378711329653,0.1875,0.7425
"denemo",-0.535246844017359,0.6175,0.1675
"denemo.data",-0.704613118186723,0.645,0.215
"denemo.doc",-3.55274951601908,0.89,0.0525
"desktop.profiles",-2.43103659336295,0.6625,0.195
"desmume",2.45397021516301,0.2075,0.6975
"devhelp",-0.568780179187998,0.585,0.2125
"devilspie",3.00647708432912,0.215,0.72
"dh.strip.nondeterminism",1.00295278322303,0.26,0.495
"di",-0.735570746320654,0.6,0.235
"dia",0.0818921864788242,0.51,0.1775
"dia.common",0.091987535023367,0.5025,0.2075
"dia.gnome",-0.508376360313659,0.625,0.19
"dia.libs",0.0597205201739083,0.535,0.175
"dia.shapes",0.968382992318564,0.235,0.4775
"dict.freedict.deu.eng",7.37572050705899,0,0.965
"dict.freedict.eng.deu",5.73995709682409,0,0.9725
"dict.freedict.eng.fra",7.13013736474866,0,0.97
"dict.freedict.eng.ita",7.5998277541409,0,0.9625
"dict.freedict.eng.nld",6.3222174454935,0,0.9575
"dict.freedict.eng.por",7.02889193967267,0,0.9725
"dict.freedict.eng.spa",6.51180878340447,0,0.97
"dict.freedict.eng.swe",4.92176838775774,0,0.9575
"dict.freedict.eng.tur",6.60773939286528,0,0.9775
"dict.freedict.fra.eng",5.06944294580273,0,0.96
"dict.freedict.ita.eng",6.49070720909771,0,0.9625
"dict.freedict.nld.eng",5.15415808520522,0,0.96
"dict.freedict.por.eng",7.4386752592658,0,0.9625
"dict.freedict.spa.eng",6.48684989211592,0,0.9575
"dict.freedict.swe.eng",4.9503177332778,0,0.95
"dict.freedict.tur.eng",6.10773979680307,0,0.955
"ding",7.28816708279106,0.1225,0.8225
"dirmngr",1.34473930443308,0.05,0.695
"distro.info",1.02992148282999,0.415,0.47
"distro.info.data",1.55062305007353,0.03,0.84
"diveintopython",-2.77564799721939,0.8875,0.0375
"dleyna.renderer",0.829255572195358,0.39,0.4575
"dleyna.server",2.20616499946537,0.1025,0.795
"dnsmasq",0.115595854932552,0.5,0.16
"dns.root.data",1.14423915336687,0.0675,0.595
"docbookodf",3.4135172774938,0.105,0.7925
"docky",4.68522366701662,0.22,0.7225
"docxtxt",1.08109508713243,0.3475,0.5075
"dosemu",5.74991059882997,0.0925,0.81
"doxygen",2.34417758011887,0.2375,0.69
"dpkg.awk",-0.482826467796407,0.615,0.2325
"dragonplayer",2.71905035223527,0.02,0.9275
"drgeo.doc",1.00894599295724,0.385,0.4775
"drumkv",-0.446713385165511,0.545,0.32
"dsh",0.938017574345734,0.38,0.475
"dstat",-2.53354391171725,0.8325,0.0825
"dunst",2.97498804436273,0.1675,0.7425
"dvb.apps",1.86926325862954,0.08,0.7675
"dvipng",3.31765354279979,0.085,0.7725
"dwm",2.23603633728334,0.2275,0.7
"dynare",1.35860720690506,0.3975,0.5325
"dynare.doc",0.765722141186323,0.3875,0.45
"easy.rsa",3.00838851605804,0.0575,0.89
"eatmydata",4.51079319573055,0.18,0.8025
"ebook.speaker",3.99282669749855,0.1075,0.7925
"ebtables",2.89990556957943,0.065,0.77
"eclipse",5.37876333941875,0.1225,0.7825
"eclipse.jdt",3.46451159765166,0.0975,0.8025
"eclipse.pde",2.82338388664524,0.08,0.7825
"eclipse.platform",4.35194977757627,0.08,0.78
"eclipse.platform.data",3.32855670501635,0.0925,0.7825
"eclipse.rcp",3.62943915441345,0.1025,0.79
"edict",-2.64851297387705,0.8975,0.025
"eeepc.acpi.scripts",2.29124192882555,0.1975,0.72
"efi.modules",-4.87392562652539,0.9075,0.02
"efivar",0.329598195758778,0.4875,0.38
"einstein",-1.90266660162036,0.7075,0.175
"ekeyd",4.15459628665691,0.215,0.7725
"ekiga",-1.21107230255914,0.785,0.055
"electrum",3.10192202691469,0.0325,0.9125
"eleeye",12.7084469917609,0,0.97
"emacs.bin.common",4.0760027640842,0.0875,0.825
"emacs.common",3.90790842932918,0.085,0.8075
"emacspeak",3.85381715584358,0.08,0.795
"emacspeak.espeak.server",4.15607858011443,0.1175,0.78
"enigma",3.69126675455528,0.1125,0.7675
"enigma.data",4.27601578492077,0.0825,0.785
"enigma.doc",3.74488472099485,0.1125,0.77
"enigmail",3.08841699298658,0.0175,0.9325
"entagged",1.11539164811152,0.4575,0.4775
"entangle",-0.333428642739268,0.5175,0.3575
"epiphany.browser",9.55230766223571,0,0.96
"epiphany.browser.data",7.59994631015451,0,0.9775
"epoptes",-1.48278913914782,0.69,0.145
"epoptes.client",-1.27352613135167,0.6825,0.185
"eqq",-0.280070440906432,0.515,0.3225
"espeakup",-2.32303367761586,0.8275,0.075
"ethstatus",-2.63303390058171,0.8325,0.08
"etoolbox",3.37607267583479,0.12,0.77
"etoys",3.93037065762479,0.125,0.8
"etoys.doc",3.54455704013936,0.095,0.76
"event.modules",-3.12320918344204,0.895,0.0225
"evilwm",3.90985715791302,0.0675,0.7875
"evince.gtk",1.01856207552442,0.1425,0.4775
"ewf.tools",1.62916939433005,0.105,0.695
"exaile",0.833366016667398,0.2975,0.455
"exfalso",1.05912002140926,0.3725,0.48
"exiftran",1.29441830424478,0.0825,0.66
"extmagic",0.314219125371201,0.4675,0.3475
"ext.modules",-3.4759230050309,0.89,0.025
"extract",1.00690422961697,0.385,0.495
"extra.xdg.menus",-3.13496340877663,0.9025,0.055
"extremetuxracer",3.36110315946706,0.0825,0.77
"extremetuxracer.data",3.34373730007763,0.0875,0.795
"facter",-2.91728776910771,0.88,0.0375
"fai.client",-2.2964018463008,0.8425,0.0775
"failban",2.9366824070344,0.2325,0.7475
"fairymax",1.74248352106063,0.0625,0.78
"fai.server",-3.2920603856164,0.87,0.075
"fai.setup.storage",-3.11186436697889,0.845,0.0825
"fbreader",0.96969479265817,0.2675,0.4775
"fcitx",2.38567840678544,0.0075,0.945
"fcitx.bin",2.11398467609687,0.0125,0.92
"fcitx.config.common",3.18403611485101,0.015,0.9475
"fcitx.config.gtk",3.0756044115382,0.01,0.955
"fcitx.data",2.25109635404853,0.0075,0.9325
"fcitx.frontend.all",2.49575478995497,0.01,0.9525
"fcitx.frontend.gtk",2.67830206658599,0.01,0.9625
"fcitx.frontend.qt",2.90853660436004,0.01,0.955
"fcitx.hangul",7.74222610131751,0.0375,0.935
"fcitx.module.cloudpinyin",3.0407948356391,0.0175,0.9525
"fcitx.module.dbus",2.76973385495004,0.0125,0.9525
"fcitx.module.kimpanel",3.21429512677018,0.0075,0.97
"fcitx.module.lua",3.47318137117446,0.005,0.9525
"fcitx.modules",2.47889523417917,0.01,0.965
"fcitx.module.x",3.00904985935708,0.02,0.9525
"fcitx.mozc",5.57053460622959,0.02,0.94
"fcitx.pinyin",2.84216016510074,0.01,0.9375
"fcitx.table",3.10375918034272,0.0075,0.9725
"fcitx.ui.classic",2.61945401725287,0.02,0.9425
"fcitx.unikey",6.65698179168972,0.0275,0.925
"fenix",8.04946334057069,0,0.9725
"fenix.plugins.system",6.15908194973321,0,0.97
"ferm",3.14782486069822,0.2025,0.745
"festvox.ellpck",-2.32074608392174,0.8625,0.045
"feynmf",8.49296501091453,0.1075,0.835
"ffdiaporama",2.19262135460729,0.2825,0.655
"ffdiaporama.data",3.13033841488385,0.2675,0.67
"ffmpegthumbs",2.35841051355797,0.2625,0.655
"filelight",-2.22815138609996,0.9075,0.0225
"file.rc",-2.67936715355438,0.8575,0.07
"fio",-5.08577526821758,0.87,0.095
"firewire.core.modules",-4.06313156042742,0.9275,0.015
"firmware.blegacy.installer",1.8981559436933,0.0125,0.865
"firmware.crystalhd",0.375014411204202,0.4575,0.2925
"firmware.samsung",0.492620713176396,0.42,0.4325
"firmware.ti.connectivity",0.180173425294545,0.4625,0.235
"floppy.modules",-3.32099859799346,0.905,0.0025
"florence",3.05188504967365,0.19,0.7225
"fluid.soundfont.gm",-1.05235315945456,0.7175,0.155
"fluid.soundfont.gs",-3.95416263331644,0.875,0.0625
"fontforge",-0.00819172279853273,0.4725,0.3125
"fontforge.common",0.00477135224821848,0.4975,0.33
"font.manager",-0.0713599248458498,0.4825,0.32
"fonts.alee",-0.179162198719307,0.525,0.2975
"fonts.arabeyes",-2.41342314124887,0.87,0.0475
"fonts.arphic.ukai",2.29555185751599,0.0575,0.85
"fonts.arphic.uming",2.74544821844736,0.035,0.9175
"fonts.baekmuk",-2.6138331636377,0.8925,0.0525
"fonts.beteckna",-0.427991337067411,0.6875,0.0575
"fonts.bpg.georgian",0.0660135066635096,0.5225,0.17
"fonts.breip",-1.30471448774215,0.7725,0.0675
"fonts.century.catalogue",-1.765939032037,0.79,0.06
"fonts.croscore",3.66485596912435,0.0325,0.94
"fonts.dkg.handwriting",-0.833327412340448,0.6925,0.12
"fonts.dustin",-0.476557782551885,0.7475,0.005
"fonts.ecolier.court",-0.788235718158348,0.72,0.08
"fonts.ecolier.lignes.court",-0.804776458721369,0.755,0.055
"fonts.f",-0.182450123637743,0.4975,0.3275
"fonts.farsiweb",2.79117327745649,0.0475,0.8425
"fonts.freefarsi",-0.986197647755763,0.6625,0.255
"fonts.freefont.otf",-1.29790733980097,0.68,0.18
"fonts.gargi",2.70149666280046,0.0625,0.765
"fonts.georgewilliams",-0.205953134133606,0.5175,0.34
"fonts.horai.umefont",0.991960279534119,0.1475,0.455
"fonts.inconsolata",-0.320909672188171,0.6325,0.0925
"fonts.isabella",-0.633800043288933,0.69,0.125
"fonts.jsmath",1.7007374160791,0.16,0.68
"fonts.junicode",-0.530423881086808,0.6725,0.1
"fonts.jura",-0.134184784557364,0.525,0.37
"fonts.khmeros",2.63730442200388,0.0625,0.8325
"fonts.kiloji",2.40307122123583,0.2025,0.725
"fonts.larabie.deco",-0.15380638071179,0.515,0.3225
"fonts.larabie.straight",-0.116703228712924,0.4825,0.3275
"fonts.larabie.uncommon",0.0539560307407833,0.4975,0.375
"fonts.lato",1.20675811604361,0.1775,0.6025
"fonts.levien.museum",-3.45992632834113,0.7325,0.1675
"fonts.levien.typoscript",-2.2361707073029,0.83,0.05
"fonts.linex",-0.781142617304111,0.72,0.0525
"fonts.linuxlibertine",0.803633483944761,0.2125,0.37
"fonts.manchufont",-0.219891290186429,0.5,0.315
"fonts.mathjax",0.528033536025711,0.35,0.2775
"fonts.mgopen",-0.374984307517043,0.6625,0.0575
"fonts.noto",1.8020430943528,0.175,0.6525
"fonts.ocr.a",-0.151160442115567,0.515,0.295
"fonts.oflb.asana.math",-1.88191372243434,0.79,0.065
"fonts.oflb.euterpe",-0.846145013248663,0.7125,0.0925
"fonts.okolaks",-0.666061691863229,0.7375,0.035
"fonts.opendin",-1.68884099854548,0.8225,0.06
"fonts.pecita",0.883534415626384,0.3275,0.47
"fonts.roboto",1.28773198449907,0.2025,0.6025
"fonts.rufscript",-1.3477137899825,0.81,0.04
"fonts.samyak",4.77483107375638,0.2425,0.7475
"fonts.samyak.orya",3.09876396935271,0.1975,0.7375
"fonts.sarai",4.53103405657974,0.125,0.7775
"fonts.sil.andika",0.256168959639896,0.48,0.1625
"fonts.sil.charis",-0.0334228403071782,0.525,0.3275
"fonts.sil.doulos",0.15514221417092,0.46,0.2325
"fonts.sil.gentium",1.06585336954164,0.065,0.5475
"fonts.stix",0.880426539443736,0.15,0.4125
"fonts.texgyre",2.43884265738561,0.1125,0.7825
"fonts.tlwg.laksaman",1.18524534596253,0.0725,0.615
"fonts.tomsontalks",0.651656446477166,0.365,0.43
"fonts.tuffy",-0.470710211286862,0.5325,0.285
"fonts.ubuntu.title",-0.0682153513267757,0.505,0.3075
