"package","D.Obs","P0","P1"
"libintl.xs.perl",1.15358682042224,0.4125,0.4975
"libio.compress.base.perl",0.812564039673987,0.4225,0.4375
"libio.compress.zlib.perl",0.970157807706495,0.3825,0.4475
"libitalc",1.05621121834672,0.3675,0.4775
"libitext.java",-2.09091878112425,0.9175,0.005
"libitext.java.gcj",0.899767708203131,0.405,0.435
"libjackasyn",0.920679892309812,0.425,0.49
"libjackasyn.dev",0.926350478850839,0.4,0.4675
"libjasper.runtime",1.12368915490181,0.37,0.495
"libjcode.perl",1.21433265487641,0.4325,0.485
"libjcode.pm.perl",0.928523205974371,0.4125,0.435
"libjinglebase",1.00315882228874,0.365,0.4725
"libjinglep",0.981813818877308,0.4175,0.47
"libjinglexmllite",0.96505056698938,0.4325,0.4675
"libjinglexmpp",0.855376392823192,0.42,0.425
"libjpeg.progs",0.577360434614744,0.2675,0.135
"libjs.prototype",0.194155800257575,0.4825,0.0925
"libjtidy.java",0.107133228739882,0.5275,0.12
"libk",0.580164993950986,0.2625,0.2025
"libkadm",0.92380512097888,0.3725,0.47
"libkadmclnt",1.00583639601394,0.4075,0.4675
"libkadmsrv",0.918510183930207,0.395,0.4425
"libkbluetooth",0.942696707096271,0.42,0.4625
"libkcalb",1.73788196267601,0.445,0.49
"libkcddb",0.509605469134477,0.2925,0.165
"libkdcraw",1.55097032860707,0.045,0.765
"libkdecorations",-0.0504755886189838,0.595,0.01
"libkdeedu",0.863240833280382,0.2675,0.435
"libkdegames",0.651342170783183,0.3225,0.335
"libkdepim",0.0545918619072691,0.535,0.1275
"libkdepima",1.09538356910668,0.4125,0.49
"libkde.ruby",0.882751491582558,0.405,0.4525
"libkdgantt",1.71559472659711,0.055,0.7975
"libkephal",1.00489654476036,0.3825,0.4825
"libkexif",1.05382983330582,0.36,0.455
"libkexiv",0.32102161892064,0.4,0.105
"libkeynote",0.954870602054411,0.3725,0.4775
"libkfontinst",1.95121547902306,0.0175,0.9275
"libkipi",0.0490310928262695,0.535,0.065
"libkleopatra",1.0274510713034,0.39,0.4725
"libknotificationitem",0.841198493544227,0.37,0.425
"libkonq",-1.9575092831126,0.8725,0.0425
"libkonqsidebarplugin",0.807312504391072,0.395,0.44
"libkonq.templates",0.287524274541044,0.4325,0.1225
"libkontactinterfaces",0.847910640181302,0.4275,0.445
"libkopete",1.23572821059711,0.1425,0.6
"libkpathsea",1.11406761276524,0.065,0.5925
"libkpimexchange",0.766229094036009,0.35,0.4275
"libkpimidentities",-0.792773850600592,0.8275,0
"libksane",1.91574911735331,0.0025,0.9275
"libkscan",-1.71235960734802,0.855,0.035
"libkscreensaver",-1.94734474627699,0.9425,0.0025
"libksgrd",0.323326584715514,0.4,0.1125
"libktnef",-1.24911804863311,0.845,0.0125
"libkwineffects",1.90887961987482,0.0125,0.925
"libkworkspace",2.08380380847759,0.01,0.925
"libkxl",1.00668372068919,0.39,0.47
"liblancelot",1.02499869313634,0.395,0.46
"liblazy",1.01579047347357,0.4325,0.4775
"liblist.moreutils.perl",0.406575708361831,0.3275,0.05
"liblogr.ruby",0.831659009722282,0.41,0.4275
"libloldbl",0.978028286483557,0.39,0.4525
"libloudmouth",0.460301368617236,0.2975,0.0675
"liblualib",0.994902029464354,0.38,0.4525
"liblucene.java",-0.587999222513128,0.7725,0.0125
"libmaa",0.955535097013334,0.3725,0.47
"libmagick",-2.15027043446909,0.8625,0.03
"libmal",0.997634628281891,0.4,0.445
"libmalaga",0.78095750951369,0.41,0.455
"libmarble",0.94480819603289,0.3875,0.4625
"libmcrypt",1.3087343340638,0.105,0.6375
"libmcs",0.871121598310606,0.3875,0.42
"libmeanwhile",0.192226667323455,0.45,0.0225
"libmenu.cache",0.648961926009844,0.2025,0.175
"libmimelib",-1.50459725533377,0.8075,0.0425
"libming",0.134909661987153,0.4675,0.29
"libming.dev",1.05505426301115,0.385,0.465
"libmldbm.perl",1.09553719561931,0.3675,0.4975
"libmlt",0.322283690091997,0.4075,0.0925
"libmlt..",0.339137866425841,0.385,0.0675
"libmlt.data",0.356590410071744,0.4,0.075
"libmm",0.881509888038604,0.4275,0.46
"libmmap.ruby",0.854550431689155,0.375,0.46
"libmocha.ruby",0.878642254530319,0.405,0.46
"libmono",0.948772875671019,0.37,0.455
"libmono.cairo",0.801672436724929,0.195,0.325
"libmono.corlib",0.764478778057535,0.1825,0.2925
"libmono.data",0.83248532303876,0.4325,0.48
"libmono.data.tds",1.13928389903357,0.165,0.5475
"libmono.getoptions",1.07595918905111,0.415,0.475
"libmono.in.west",0.634975079246878,0.265,0.2075
"libmono.posix",0.724748673802073,0.225,0.2625
"libmono.security",0.760860813824245,0.1775,0.305
"libmono.system",0.747570035174493,0.2125,0.3025
"libmono.system.data",1.2662047048353,0.1825,0.615
"libmowgli",1.14728606967186,0.085,0.56
"libmpeg.dev",0.858333234929002,0.4125,0.445
"libmpfrldbl",1.02210290924641,0.295,0.4975
"libmsn",1.24023880687245,0.1525,0.595
"libmyspell",0.96410662323427,0.41,0.46
"libmysqlclientoff",1.13651361942057,0.4325,0.5
"libmysql.ruby",1.05043995066385,0.375,0.4925
"libnasl",1.03717667329879,0.3975,0.4725
"libnautilus.burn",0.814117172748755,0.425,0.4525
"libncp",0.243121738227901,0.4475,0.1875
"libncurses.ruby",0.906507437920261,0.41,0.455
"libndesk.dbus",1.91659208423124,0.16,0.6875
"libndesk.dbus.glib",1.94520850790748,0.1775,0.72
"libneon",-0.559480287660149,0.635,0.1725
"libnepomukquery",0.84838051582707,0.405,0.42
"libnepomukqueryclient",0.787408016724448,0.3525,0.4125
"libnessus",0.939141455659939,0.365,0.4475
"libnet",1.41856643401374,0.045,0.73
"libnet.daemon.perl",-1.36516888741587,0.8925,0.0075
"libnewt.dev",0.925334744865492,0.3975,0.48
"libnewt.utf",0.921549645417434,0.4275,0.46
"libobparser",3.75926538907462,0.02,0.9375
"libobrender",1.40808098929141,0.01,0.8425
"liboggflac",1.20504780861943,0.41,0.51
"libokularcore",0.348976490425111,0.4,0.1575
"liboobs",0.240795283912624,0.4175,0.0175
"libopenala",0.912515763337703,0.42,0.4575
"libopenbabel",-1.16386551246522,0.87,0.0025
"libopencdk",-2.43668434776074,0.8775,0.035
"libopencdk.dev",1.14602986422294,0.4225,0.4725
"libopenexrldbl",1.02374398188411,0.3825,0.46
"libopenh",1.07718509726809,0.3575,0.5025
"libopenrawgnome",2.00608294849846,0.0475,0.86
"libopenssl.ruby",0.776891070997729,0.4,0.4275
"libortp",-0.487023311199505,0.7325,0.0275
"libostyle",0.994312676025851,0.3925,0.4325
"libpamg.dev",1.00960741992956,0.4,0.4775
"libpam.ncp",-0.81693292861592,0.76,0.035
"libpanel.applet",0.953066307103689,0.0875,0.4175
"libpanel.applet.ruby",0.908333596125447,0.4075,0.45
"libparams.validate.perl",1.72738594950631,0.0075,0.9275
"libpcd",1.42557333252049,0.425,0.525
"libpciaccess.dev",1.80539835268972,0.1675,0.6625
"libpcmanx.core",0.778456481977485,0.395,0.43
"libpgsql.ruby",0.862980923383519,0.3625,0.44
"libpigment",0.8409665206901,0.425,0.4475
"libpisync",0.957203321201223,0.4125,0.4925
"libpkcs.helper",-0.177073670152919,0.6425,0.015
"libplasma.applet.system.monitor",0.904948620799766,0.3575,0.45
"libplasmaclock",0.782490027011342,0.3725,0.4225
"libplasma.geolocation.interface",0.284191724353343,0.445,0.1025
"libplasma.ruby",0.975615658272361,0.4025,0.4525
"libplot",0.792180384130147,0.2025,0.355
"libplrpc.perl",-0.744298459387399,0.7625,0.05
"libpolkit",-1.18477204996218,0.7375,0.1075
"libpolkit.dbus",-1.47713646412421,0.7675,0.0875
"libpolkit.gnome",0.997467538766617,0.425,0.4575
"libpolkit.grant",-1.23444982222143,0.75,0.08
"libpolkit.gtk",0.746779958469989,0.41,0.4425
"libpostprocd",0.934909882393805,0.4375,0.45
"libpowersave",0.871004970346854,0.425,0.44
"libprintsys",0.839595281120017,0.38,0.45
"libprocesscore",2.03939953212579,0.015,0.9375
"libprocessui",2.13289615803699,0.0225,0.955
"libprojectm.data",0.723705117565921,0.4,0.405
"libpt",-1.87801018231708,0.9175,0.0025
"libpurple",0.336565528066839,0.355,0.045
"libqedje",1.31818976239137,0.3875,0.48
"libqimageblitz",0.290245090719042,0.4425,0.0975
"libqt.core",1.03211769042248,0.3975,0.46
"libqt.mt.sqlite",0.96239317951088,0.4,0.4725
"libqt.ruby",1.02591627483537,0.42,0.48
"libqtrubyshared",1.15049786791058,0.3775,0.5125
"libqtscript.core",-0.139124188801232,0.6475,0.02
"libqtscript.gui",-0.282529357893366,0.685,0.01
"libqtscript.network",-0.289554007193154,0.7075,0.01
"libqtscript.sql",-0.184575794283538,0.6175,0.0225
"libqtscript.uitools",-0.337114129834406,0.7075,0.01
"libqtscript.xml",-0.231501557056705,0.6925,0.0125
"libqtwebkitd",0.972526412367981,0.3725,0.455
"libqzion",0.896349374742081,0.395,0.475
"libreadline.ruby",1.05650101246209,0.38,0.4625
"librecode",0.23869459254887,0.4525,0.0825
"libredcloth.ruby",0.852966282293855,0.4125,0.445
"libregexp.java",-0.203289058529639,0.595,0.1425
"libreiserfs",0.90127863295491,0.3925,0.445
"libresmgr",0.827245269529871,0.4275,0.4325
"librexml.ruby",0.891629772918235,0.395,0.485
"libroken.kerberoskth",0.988282841667719,0.3725,0.4525
"librsvg.ruby",0.938743925706339,0.3375,0.47
"librsync",0.345919982344066,0.3675,0.0775
"libsablot",0.991679440921794,0.3675,0.4475
"libsad",0.88643154000477,0.395,0.4425
"libscrollkeeper",-2.48289278116296,0.8675,0.0375
"libsdl.console",1.10700014375724,0.43,0.485
"libsdl.gfx",1.41654763037979,0.0525,0.715
"libsdl.pango",0.727966749953611,0.2375,0.32
"libsdl.perl",1.61454962448857,0.045,0.7675
"libservlet",0.378073661075947,0.35,0.0675
"libshp",0.94828145662603,0.1575,0.4925
"libsilc",0.865522183723397,0.26,0.48
"libslab",0.978513311825701,0.4175,0.4675
"libsmbios",0.897452474252975,0.395,0.4725
"libsmbios.bin",0.945952937726712,0.365,0.445
"libsmokekde",0.935409460474186,0.365,0.4725
"libsmokeplasma",1.01237034389837,0.3775,0.4825
"libsmokeqt",0.83994769318805,0.405,0.4475
"libsnmpkit",0.994747424210022,0.3225,0.46
"libsolidcontrol",0.985211411740931,0.4025,0.4575
"libsolidcontrolifaces",0.843603931739494,0.3625,0.44
"libspectre",0.573564413472678,0.2725,0.19
"libsplashy",0.690364972123917,0.41,0.4225
"libstdc...dev",1.08635192473299,0.3675,0.49
"libstlport",0.290102793798003,0.5025,0.205
"libstrigiqtdbusclient",0.827518694823334,0.3775,0.4575
"libsuitesparse",1.02119263081992,0.38,0.505
"libswfdec",1.0751604648742,0.395,0.51
"libswscaled",1.0076639908421,0.415,0.4925
"libswt.gtk",-2.17012017467844,0.9275,0.0025
"libt",1.2828781032011,0.0075,0.8175
"libtabe",0.91308595704426,0.3925,0.475
"libtabe.db",0.931837181897644,0.44,0.47
"libtag.extras",1.13503851752183,0.09,0.545
"libtaskmanager",1.99623300123272,0.015,0.925
"libtasn.dev",0.880356185374208,0.3525,0.4425
"libtextwrap",1.14347952087177,0.4125,0.505
"libtiffg",1.00694626837216,0.4,0.505
"libtiffg.dev",1.15158582570198,0.375,0.48
"libtolua",0.725215603191588,0.41,0.4375
"libtommath",2.0508673933813,0.01,0.935
"libtrackerclient",0.833412519155314,0.365,0.4525
"libtsmux",0.792432914191081,0.41,0.43
"libttf",-1.8381402128051,0.8675,0.025
"libtunepimp",1.04172874926853,0.3825,0.4675
"libui.dialog.perl",-0.0435385412748059,0.545,0.19
"libuim",0.771297806939046,0.4025,0.4325
"libuim.data",0.970360266512299,0.4175,0.46
"libungif.dev",0.746578349988375,0.4125,0.4275
"libungifg",1.10260433174824,0.405,0.49
"libuniversal.require.perl",2.73844810398119,0.12,0.8025
"libuser",0.855505712201235,0.215,0.4325
"libuser.devel",0.909343360768895,0.4525,0.4375
"libusplash",-1.02240032425376,0.71,0.07
"libusplash.dev",1.06162664319697,0.375,0.475
"libuu",1.44044876752382,0.2225,0.5825
"libuuid.perl",0.654585062436643,0.22,0.1175
"libvlc",0.687540298382112,0.1775,0.2325
"libvlccore",0.676984058689066,0.1975,0.17
"libvncserver",0.285552057223148,0.415,0.0675
"libvoikko",1.45404396832003,0.0275,0.77
"libweather.ion",0.288494325757725,0.4275,0.0925
"libwine",1.75684862052219,0.22,0.665
"libwine.alsa",1.00941114512622,0.385,0.4525
"libwine.cms",0.877113607643006,0.4,0.4675
"libwine.gl",1.11033155221627,0.3975,0.4775
"libwine.gphoto",1.06753972892562,0.37,0.47
"libwine.ldap",0.837555820785036,0.3575,0.4175
"libwine.print",0.940733013736771,0.395,0.46
"libwine.sane",0.875490850386414,0.405,0.4625
"libwmf.bin",0.217203868596613,0.47,0.0625
"libwraster",1.09704435038846,0.4025,0.505
"libwvstreams.base",0.917872703282175,0.3675,0.425
"libwww",0.925940996466515,0.39,0.4425
"libwww.curl.perl",2.17692209572496,0.1225,0.74
"libxalan",0.933212908936421,0.365,0.485
"libxalan.java.gcj",0.905777685968429,0.37,0.4425
"libxcb.render.util",1.55954265058074,0,0.94
"libxcb.render.util.dev",1.08574056875869,0.405,0.4775
"libxclass",0.952719769215804,0.39,0.465
"libxerces",0.93952733796412,0.39,0.46
"libxerces.java.gcj",0.970454683813302,0.395,0.4925
"libxft.dbg",0.978220875062163,0.345,0.5
"libxine.all.plugins",1.18737246676541,0.4225,0.4775
"libxine.gnome",0.82890761482805,0.38,0.47
"libxml.dom.perl",0.98724175125269,0.2725,0.485
"libxml.libxml.common.perl",1.09159205551298,0.3975,0.49
"libxml.libxslt.perl",1.69976285010511,0.065,0.78
"libxml.regexp.perl",0.911835683178234,0.2375,0.44
"libxml.rss.libxml.perl",1.03527795260913,0.38,0.4525
"libxml.simple.ruby",0.898501096106692,0.4025,0.4375
"libxml.xpath.perl",0.383413401957957,0.4125,0.25
"libxmmsclient",1.10514789507576,0.1575,0.5175
"libxmmsclient.glib",1.08283050559252,0.4125,0.4725
"libxosd",1.18302792766274,0.3675,0.495
"libxplc",0.840560797746413,0.3675,0.4225
"libxtrap",0.967175630596824,0.385,0.4675
"libxul.common",0.92004923628878,0.42,0.46
"libxuld",0.86644740927609,0.365,0.4475
"libxxfmisc",1.00617135712868,0.2925,0.5175
"libzephyr",0.31980360048318,0.3975,0.0225
"libzipios..",0.403713244548906,0.435,0.35
"libzvbi",0.851483482989298,0.1,0.345
"libzvbi.common",0.789013611589543,0.1525,0.265
"libzvt",1.27935088196741,0.4075,0.5075
"libzzip",1.04769823645659,0.1875,0.5025
"lilo",-0.529630952308924,0.6275,0.19
"lilypond",0.181881207204322,0.515,0.2175
"lilypond.data",0.230693889737623,0.475,0.2275
"lilypond.doc",1.13903078866119,0.4525,0.485
"lisa",0.805344493510326,0.41,0.435
"loadlin",0.854557602911411,0.4125,0.4375
"locate",-1.16693538049651,0.8575,0.0125
"loop.aes",0.795078182134834,0.3825,0.43
"lswm",1.03432674523882,0.39,0.4525
"lufs",0.711578422857166,0.44,0.4475
"lufs.module",0.853684630640882,0.395,0.4525
"lvm",0.877293107509241,0.115,0.3575
"lvm.common",0.76628758510727,0.4075,0.46
"lxmusic",0.975045902135409,0.35,0.4825
"lxpanel",1.44830558033509,0.0125,0.82
"lxsplit",1.13838581867991,0.45,0.4725
"lzma.modules",1.09375973951989,0.415,0.465
"lzop",0.070127765400545,0.54,0.07
"macchanger",2.07087921924984,0.025,0.8875
"macchanger.gtk",1.15837315899629,0.2575,0.535
"macutils",0.876924446591228,0.4425,0.45
"madedit",0.907664641971859,0.3575,0.435
"madwifi",0.902157263670836,0.3825,0.4525
"madwifi.tools",1.00159158417144,0.4075,0.46
"marble",-0.155579687824177,0.6575,0.02
"marble.data",-0.135832344361706,0.6175,0.035
"mdadm",0.507921866502121,0.2975,0.125
"mdfiso",1.1469743244247,0.225,0.555
"mednafen",1.58509459911107,0.4475,0.495
"metacafe.dl",0.852372918271371,0.4,0.4525
"metacity",0.611810838297759,0.235,0.135
"mikmod",0.846016923958752,0.385,0.43
"mimms",1.13520928856424,0.405,0.485
"mirrordir",0.816787975289044,0.395,0.4525
"mkdesktophdicons.knoppix",0.888985020070089,0.3925,0.4625
"mkdosswapfile.knoppix",0.864797541721055,0.41,0.4625
"mknbi",0.838696024238392,0.39,0.4475
"mkpersistenthome.knoppix",0.882397247116981,0.395,0.4575
"mktemp",-2.70905018585959,0.9275,0.02
"mkvtoolnix.gui",1.2456882594061,0.39,0.495
"mobilemesh",1.13437372160882,0.365,0.485
"modconf",-1.29843829500192,0.76,0.0825
"modemlink.knoppix",0.440877408395426,0.43,0.37
"mono",0.730523669067805,0.19,0.255
"mono.gac",0.748571584049257,0.19,0.295
"mono.runtime",0.783332239353746,0.18,0.3425
"motion",0.836252372234918,0.37,0.4425
"mouseconfig",1.03745983334772,0.375,0.4925
"mozplugger",0.563255441624825,0.33,0.2625
"mpack",-1.48070544056928,0.7775,0.1025
"mpage",0.480226733860055,0.405,0.385
"mpd",1.0116816195105,0.3975,0.4675
"mpgtx",0.743351379250693,0.4175,0.43
"mplayer.fonts",0.856905445154194,0.3825,0.4425
"mplayer.skin.blue",0.797216689740012,0.405,0.445
"ms.sys",0.458598054795629,0.405,0.35
"mt.st",0.36151667736643,0.445,0.35
"mysql.client",-0.38900963025509,0.6875,0.0675
"nautilus.cd.burner",1.16521370093045,0.4025,0.4825
"nautilus.gksu",0.790735259551503,0.41,0.4425
"ncpfs",-1.2994325463323,0.84,0.0375
"netcardconfig.knoppix",0.474604652975193,0.4025,0.3575
"netcat",0.797600081162544,0.28,0.4175
"netkit.ping",1.64865263772739,0.45,0.4975
"netpipes",1.0911813596406,0.2275,0.5225
"netpipe.tcp",0.925178074022922,0.4075,0.4675
"networkconfig.knoppix",1.01144132768194,0.4,0.4775
"network.manager.openvpn",-0.224532121458438,0.6875,0.015
"network.manager.openvpn.gnome",-0.613323809216792,0.805,0.0075
"network.manager.pptp",-0.312023613757016,0.7275,0.005
"network.manager.pptp.gnome",0.283952106563995,0.375,0.0425
"nmap",0.324182506076891,0.3425,0.0575
"nparted",1.11674215413403,0.405,0.4875
"nrgiso",1.34231353311205,0.23,0.5875
"ntfsprogs.dev",0.892218494953397,0.39,0.4425
"ntfsprogs.gnomevfs",0.752471318076301,0.4475,0.445
"nxclient",1.11334692395715,0.38,0.4875
"obconf",0.772245527310036,0.2275,0.3
"okular",0.283142697369657,0.4575,0.095
"omnibook.module",0.762620631533514,0.43,0.4325
"openbox",1.83093846825043,0.0025,0.9725
"openbox.themes",3.4030639544032,0.02,0.94
"openjade",0.922330404321506,0.3925,0.455
"openobex.apps",0.88430761878207,0.4075,0.4275
"openoffice.org",0.295670628472236,0.4675,0.3725
"openoffice.org.base",0.463537868836676,0.395,0.3575
"openoffice.org.base.core",0.918344451677694,0.41,0.4625
"openoffice.org.calc",0.478334148949293,0.4075,0.375
"openoffice.org.common",0.306806644942287,0.4325,0.37
"openoffice.org.core",0.920733714682309,0.3775,0.4525
"openoffice.org.draw",0.531049297999516,0.4125,0.3625
"openoffice.org.filter.binfilter",0.446157372553439,0.4175,0.395
"openoffice.org.filter.mobiledev",0.430185509626976,0.4025,0.34
"openoffice.org.gnome",0.410559424012296,0.42,0.385
"openoffice.org.gtk",0.39700032521154,0.435,0.395
"openoffice.org.impress",0.52180141179713,0.37,0.38
"openoffice.org.java.common",0.385972976870233,0.4325,0.3925
"openoffice.org.ln.zh.tw",0.910983002257214,0.3925,0.4725
"openoffice.org.math",0.423296503885699,0.4175,0.375
"openoffice.org.officebean",0.461777527650528,0.3975,0.3225
"openoffice.org.ogltrans",0.491335640939118,0.435,0.3875
"openoffice.org.report.builder.bin",0.95636876147497,0.42,0.46
"openoffice.org.style.crystal",0.432338338488836,0.385,0.36
"openoffice.org.style.galaxy",0.391628552439824,0.42,0.35
"openoffice.org.style.tango",0.461239663947132,0.4275,0.38
"openoffice.org.writer",0.533725526618122,0.4575,0.415
"openoffice.org.writerlatex",0.439472688228759,0.4125,0.3675
"openssl.blacklist",-3.15852460550826,0.9675,0.0025
"openvanilla",1.03959464996576,0.3875,0.4525
"openvpn",-0.258333387360952,0.685,0.0175
"openvpn.blacklist",0.779807798586399,0.4,0.4275
"orca",0.820962407201077,0.3925,0.445
"orinoco",0.850861643789569,0.38,0.415
"oss.compat",-0.586683393402064,0.7525,0.0225
"oxygencursors",0.834645309566457,0.255,0.46
"partimage.server",-0.0627014850362368,0.575,0.175
"pcmanx.gtk",0.817281828869208,0.395,0.4525
"pcmcia.cs",0.90744791989513,0.4325,0.4475
"pdbedit",0.77252936869045,0.4125,0.415
"pdf.printerconfig",0.946940134347049,0.4025,0.465
"phonon",0.784198320121222,0.17,0.2725
"php",1.26112086398442,0.1175,0.6225
"php.cgi",1.63434327752297,0.1675,0.675
"php.cli",-0.782136335372877,0.8475,0
"php.common",-0.474623364821762,0.74,0
"php.curl",-1.01812978851522,0.7425,0.07
"php.dev",1.08393506625755,0.4175,0.4825
"php.gd",-0.13465670405128,0.5825,0.0875
"php.gtk",0.926091152575554,0.3925,0.44
"php.imagick",0.951834385928008,0.31,0.4975
"php.mail",0.997607994701227,0.285,0.4975
"php.mcrypt",0.484004374170817,0.4,0.365
"php.ming",0.689556188147049,0.4175,0.4125
"php.mysql",-0.354786354493621,0.68,0.0625
"php.pear",0.127726087339142,0.505,0.2275
"php.xmlrpc",-3.19178165318146,0.9475,0.02
"php.xsl",0.397003000964905,0.4375,0.3725
"pia",0.918304663748075,0.3875,0.455
"pidgin",0.699270135786658,0.155,0.1975
"pidgin.data",0.735850377584772,0.175,0.215
"pinball",0.848704412095311,0.395,0.46
"pinball.data",0.959936047468545,0.4275,0.4675
"plasma.dataengines.addons",1.11874822461818,0.0875,0.555
"plasma.dataengines.workspace",0.195836667029219,0.485,0.16
"plasma.runners.addons",1.46352363328123,0.0425,0.7625
"plasma.scriptengine.python",-0.782763367346456,0.7025,0.0725
"plasma.scriptengine.qedje",0.852074720812892,0.4075,0.45
"plasma.scriptengine.ruby",0.90148985147241,0.385,0.445
"plasma.scriptengine.webkit",0.907500774842239,0.355,0.4375
"plasma.widget.folderview",-0.415342117763196,0.695,0.025
"plasma.widget.ktorrent",0.953285396812365,0.3875,0.4475
"plasma.widget.lancelot",0.408625894481887,0.4375,0.335
"plasma.widgets.addons",1.12155003797487,0.085,0.55
"plasma.widgets.workspace",-0.55609121128515,0.7175,0.0675
"plasma.widget.translatoid",0.846570615672404,0.37,0.4475
"playmidi",0.844906933173333,0.415,0.435
"playonlinux",1.48415747647042,0.0925,0.7325
"playvideodisk.knoppix",0.944115484101918,0.38,0.4775
"pm.dev",0.912927882456029,0.3875,0.465
"pnmppa",-0.343556503208338,0.67,0.065
