package.name,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,host.specialist
gearman-job-server,1,NA,NA,NA,NA,NA,NA,999,NA
gearman-server,1,NA,NA,NA,NA,NA,NA,999,NA
gearman-tools,1,NA,NA,NA,NA,NA,NA,999,NA
geary,3,5028.6666666667,6486.7574240908,1345.2146469772,126,-1.0839093677,0.126,999,0
geda,2,8952,6389.1741741742,1824.9307263581,884.5,1.40434143,0.8845,999,0
geda-doc,2,8952,6418.1681681682,1820.1559997634,883.5,1.3920959699,0.8835,999,0
geda-examples,2,8952,6393.5535535536,1842.0950951468,879.5,1.3888785944,0.8795,999,0
geda-gattrib,2,8952,6448.4334334334,1799.9228516431,877,1.3909299303,0.877,999,0
geda-gnetlist,2,8952,6420.1281281281,1803.7966416002,875,1.4036348741,0.875,999,0
geda-gschem,2,8952,6310.1201201201,1822.2697340275,890,1.4497743284,0.89,999,0
geda-gsymcheck,2,8952,6367.2222222222,1759.3184508467,887,1.4691926732,0.887,999,0
geda-symbols,2,8952,6388.3403403403,1844.1407023719,876.5,1.3901648916,0.8765,999,0
geda-utils,2,8952,6445.8988988989,1840.853246225,870.5,1.3613801677,0.8705,999,0
geda-xgschpcb,1,NA,NA,NA,NA,NA,NA,999,NA
gedit-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gedit-latex-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
gedit-r-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
gedit-source-code-browser-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
geekcode,1,NA,NA,NA,NA,NA,NA,999,NA
geeqie,4,6878.3333333333,6402.1810143477,1146.0430543557,596,0.4154750707,0.596,999,0
geeqie-common,4,6878.3333333333,6465.3555221889,1148.1659302695,559,0.359684781,0.559,999,0
geeqie-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gegl,1,NA,NA,NA,NA,NA,NA,999,NA
geiser,1,NA,NA,NA,NA,NA,NA,999,NA
geis-tools,1,NA,NA,NA,NA,NA,NA,999,NA
geki,1,NA,NA,NA,NA,NA,NA,999,NA
gelemental,1,NA,NA,NA,NA,NA,NA,999,NA
gem,2,5990,6439.4354354354,1805.5333785748,427.5,-0.2489211447,0.4275,999,0
gemanx-gtk,1,NA,NA,NA,NA,NA,NA,999,NA
gemdeb,1,NA,NA,NA,NA,NA,NA,999,NA
gemdeb-test-runner,1,NA,NA,NA,NA,NA,NA,999,NA
gem-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gem-doc,2,5990,6527.4484484485,1815.3990703601,410.5,-0.2960497541,0.4105,999,0
gemdropx,1,NA,NA,NA,NA,NA,NA,999,NA
gem-extra,2,5990,6381.2382382382,1791.6547599515,455,-0.2183669795,0.455,999,0
gem-plugin-dc,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-dvl,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-film virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-gmerlin,2,5990,6461.8888888889,1849.7991378437,424,-0.2551027726,0.424,999,0
gem-plugin-image virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-jpeg,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-lqt,2,5990,6439.6866866867,1842.0754416686,429.5,-0.2441195819,0.4295,999,0
gem-plugin-magick,2,5990,6501.2792792793,1791.3757532298,418.5,-0.2854115215,0.4185,999,0
gem-plugin-mpeg,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-record virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-sgi,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-tiff,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-unicap,1,NA,NA,NA,NA,NA,NA,999,NA
gem-plugin-v,2,5990,6288.2342342342,1832.7113796754,467.5,-0.1627284239,0.4675,999,0
gem-plugin-video virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-baldurs-gate,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-baldurs-gate-data,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-data,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-icewind-dale,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-icewind-dale-data,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-planescape-torment,1,NA,NA,NA,NA,NA,NA,999,NA
gemrb-planescape-torment-data,1,NA,NA,NA,NA,NA,NA,999,NA
gems,1,NA,NA,NA,NA,NA,NA,999,NA
genbackupdata,1,NA,NA,NA,NA,NA,NA,999,NA
gendarme,1,NA,NA,NA,NA,NA,NA,999,NA
genders,1,NA,NA,NA,NA,NA,NA,999,NA
geneweb,1,NA,NA,NA,NA,NA,NA,999,NA
genextfs,2,6090,6471.2512512513,1854.6404277294,583,-0.2055661278,0.583,999,0
gengetopt,1,NA,NA,NA,NA,NA,NA,999,NA
genisovh,1,NA,NA,NA,NA,NA,NA,999,NA
genius,1,NA,NA,NA,NA,NA,NA,999,NA
genius-common,1,NA,NA,NA,NA,NA,NA,999,NA
genius-dev,1,NA,NA,NA,NA,NA,NA,999,NA
genometools,1,NA,NA,NA,NA,NA,NA,999,NA
genometools-common,1,NA,NA,NA,NA,NA,NA,999,NA
genometools-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
genometools-doc,1,NA,NA,NA,NA,NA,NA,999,NA
genparse,1,NA,NA,NA,NA,NA,NA,999,NA
genromfs,1,NA,NA,NA,NA,NA,NA,999,NA
gentle,1,NA,NA,NA,NA,NA,NA,999,NA
gentoo,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-examples,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-geonames,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-gsmloc,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-hostip,3,6897.3333333333,6437.7357357357,1369.294232996,600.5,0.3356456096,0.6005,999,0
geoclue-localnet,3,6897.3333333333,6452.8922255589,1326.4516916358,611,0.3350601538,0.611,999,0
geoclue-manual,3,6897.3333333333,6451.4541207875,1328.2100357251,599,0.3356993251,0.599,999,0
geoclue-nominatim,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-plazes,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-provider virtual,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-skyhook,1,NA,NA,NA,NA,NA,NA,999,NA
geoclue-yahoo,3,6897.3333333333,6314.5612278946,1374.513818544,631,0.4239841736,0.631,999,0
geogebra,4,7937.3333333333,6405.9107440774,1165.5678454377,923,1.3138854124,0.923,999,0
geogebra-gnome,1,NA,NA,NA,NA,NA,NA,999,NA
geogebra-kde,1,NA,NA,NA,NA,NA,NA,999,NA
geographiclib-tools,1,NA,NA,NA,NA,NA,NA,999,NA
geoip-bin,2,3444,6376.3513513514,1839.4944379503,89.5,-1.5941072128,0.0895,999,0
geoip-database-contrib,1,NA,NA,NA,NA,NA,NA,999,NA
geoip-database-extra,2,5990,6406.4314314314,1776.3065244463,439,-0.2344366953,0.439,999,0
geoip-database-extra virtual,1,NA,NA,NA,NA,NA,NA,999,NA
geoip-database virtual,1,NA,NA,NA,NA,NA,NA,999,NA
geoip-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
geom,1,NA,NA,NA,NA,NA,NA,999,NA
geomview,1,NA,NA,NA,NA,NA,NA,999,NA
geophar,1,NA,NA,NA,NA,NA,NA,999,NA
geotiff-bin,1,NA,NA,NA,NA,NA,NA,999,NA
geotranz,1,NA,NA,NA,NA,NA,NA,999,NA
geotranz-doc,1,NA,NA,NA,NA,NA,NA,999,NA
geotranz-help,1,NA,NA,NA,NA,NA,NA,999,NA
gerbv,1,NA,NA,NA,NA,NA,NA,999,NA
germinate,1,NA,NA,NA,NA,NA,NA,999,NA
gerris,1,NA,NA,NA,NA,NA,NA,999,NA
gerris-mpi,1,NA,NA,NA,NA,NA,NA,999,NA
gerstensaft,1,NA,NA,NA,NA,NA,NA,999,NA
gertty,1,NA,NA,NA,NA,NA,NA,999,NA
ges,1,NA,NA,NA,NA,NA,NA,999,NA
gesftpserver,1,NA,NA,NA,NA,NA,NA,999,NA
getdata,1,NA,NA,NA,NA,NA,NA,999,NA
get-flash-videos,1,NA,NA,NA,NA,NA,NA,999,NA
getlive,1,NA,NA,NA,NA,NA,NA,999,NA
getmail,1,NA,NA,NA,NA,NA,NA,999,NA
getstream,1,NA,NA,NA,NA,NA,NA,999,NA
gettext-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gettext-el,1,NA,NA,NA,NA,NA,NA,999,NA
gettext-lint,1,NA,NA,NA,NA,NA,NA,999,NA
geximon,1,NA,NA,NA,NA,NA,NA,999,NA
gextractwinicons,1,NA,NA,NA,NA,NA,NA,999,NA
gfal,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-plugin-dcap,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-plugin-gridftp,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-plugin-http,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-plugin-lfc,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-plugin-rfio,1,NA,NA,NA,NA,NA,NA,999,NA
gfal-plugin-srm,1,NA,NA,NA,NA,NA,NA,999,NA
gfan,1,NA,NA,NA,NA,NA,NA,999,NA
gfax,1,NA,NA,NA,NA,NA,NA,999,NA
gffaplot,1,NA,NA,NA,NA,NA,NA,999,NA
gffps,1,NA,NA,NA,NA,NA,NA,999,NA
gfm,1,NA,NA,NA,NA,NA,NA,999,NA
gforge,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-common,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-db-postgresql,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-db-remote,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-db virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-dns-bind,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-dns virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-ftp-proftpd,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-ftp virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-lists-mailman,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-lists virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-mta-exim,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-mta-postfix,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-mta virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-extratabs virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-globalsearch virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-mediawiki virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-projectlabels virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmarch virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmbzr virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmcvs virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmdarcs virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmgit virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmhg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-plugin-scmsvn virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-shell-postgresql,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-shell virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-web-apache,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-web-apache-vhosts,1,NA,NA,NA,NA,NA,NA,999,NA
gforge-web virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gforth,1,NA,NA,NA,NA,NA,NA,999,NA
gforth-common,1,NA,NA,NA,NA,NA,NA,999,NA
gforth-lib,1,NA,NA,NA,NA,NA,NA,999,NA
gfortran,2,3534,6403.6066066066,1802.8507648047,79,-1.5917050166,0.079,999,0
gfortran-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gfortran-mingw-w,1,NA,NA,NA,NA,NA,NA,999,NA
gfortran-mingw-w-i,1,NA,NA,NA,NA,NA,NA,999,NA
gfortran-mingw-w-x,1,NA,NA,NA,NA,NA,NA,999,NA
gfortran-mod,1,NA,NA,NA,NA,NA,NA,999,NA
gfortran-multilib,1,NA,NA,NA,NA,NA,NA,999,NA
gfpoken,1,NA,NA,NA,NA,NA,NA,999,NA
gfs-cluster,1,NA,NA,NA,NA,NA,NA,999,NA
gfs-pcmk,1,NA,NA,NA,NA,NA,NA,999,NA
gfs-utils,1,NA,NA,NA,NA,NA,NA,999,NA
gfsview,1,NA,NA,NA,NA,NA,NA,999,NA
gfxboot-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gfxboot-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gfxboot-themes,1,NA,NA,NA,NA,NA,NA,999,NA
gfxboot-theme virtual,1,NA,NA,NA,NA,NA,NA,999,NA
ggcov,1,NA,NA,NA,NA,NA,NA,999,NA
ggobi,1,NA,NA,NA,NA,NA,NA,999,NA
ghc,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-doc,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-dynamic,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-ghci virtual,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-haddock,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-mod,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-prof,1,NA,NA,NA,NA,NA,NA,999,NA
ghc-testsuite,1,NA,NA,NA,NA,NA,NA,999,NA
ghextris,1,NA,NA,NA,NA,NA,NA,999,NA
ghkl,1,NA,NA,NA,NA,NA,NA,999,NA
ghostess,3,7964.6666666667,6489.2899566233,1339.0726610329,825,1.1017898826,0.825,999,0
ghostscript-cups virtual,1,NA,NA,NA,NA,NA,NA,999,NA
ghostscript-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
ghostscript-doc,1,NA,NA,NA,NA,NA,NA,999,NA
ghp-import,1,NA,NA,NA,NA,NA,NA,999,NA
giblib-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
giblib-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gifapng,1,NA,NA,NA,NA,NA,NA,999,NA
giflib-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
giflib-tools,1,NA,NA,NA,NA,NA,NA,999,NA
gifsicle,1,NA,NA,NA,NA,NA,NA,999,NA
gifti-bin,1,NA,NA,NA,NA,NA,NA,999,NA
giggle,1,NA,NA,NA,NA,NA,NA,999,NA
giggle-personal-details-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
giggle-terminal-view-plugin,1,NA,NA,NA,NA,NA,NA,999,NA
gigolo-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
giira,1,NA,NA,NA,NA,NA,NA,999,NA
gij,1,NA,NA,NA,NA,NA,NA,999,NA
gimagereader,1,NA,NA,NA,NA,NA,NA,999,NA
gimmix,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-cbmplugs,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-dcraw,2,8952,6401.8398398398,1821.4951973261,875.5,1.4000367192,0.8755,999,0
gimp-dds,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-gluas,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-lensfun,2,5440,6519.3243243243,1812.8663380509,197,-0.5953689479,0.197,999,0
gimp-python virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-resynthesizer virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-save-for-web virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gimp-texturize,2,5440,6435.962962963,1813.0613570971,192.5,-0.5493266728,0.1925,999,0
gimp-ufraw,4,7379.3333333333,6397.2809476143,1100.3510693507,772.5,0.8924900544,0.7725,999,0
ginac-tools,1,NA,NA,NA,NA,NA,NA,999,NA
ginkgocadx,1,NA,NA,NA,NA,NA,NA,999,NA
gipmsg,1,NA,NA,NA,NA,NA,NA,999,NA
gis-data,1,NA,NA,NA,NA,NA,NA,999,NA
gis-devel,1,NA,NA,NA,NA,NA,NA,999,NA
gis-gps,1,NA,NA,NA,NA,NA,NA,999,NA
gis-osm,1,NA,NA,NA,NA,NA,NA,999,NA
gis-remotesensing,1,NA,NA,NA,NA,NA,NA,999,NA
gis-statistics,1,NA,NA,NA,NA,NA,NA,999,NA
gist,1,NA,NA,NA,NA,NA,NA,999,NA
gis-tasks,1,NA,NA,NA,NA,NA,NA,999,NA
gis-web,1,NA,NA,NA,NA,NA,NA,999,NA
gis-workstation,1,NA,NA,NA,NA,NA,NA,999,NA
git-all,1,NA,NA,NA,NA,NA,NA,999,NA
git-annex,1,NA,NA,NA,NA,NA,NA,999,NA
git-arch,1,NA,NA,NA,NA,NA,NA,999,NA
git-buildpackage-rpm,1,NA,NA,NA,NA,NA,NA,999,NA
git-bzr,1,NA,NA,NA,NA,NA,NA,999,NA
gitcl,1,NA,NA,NA,NA,NA,NA,999,NA
git-cola,1,NA,NA,NA,NA,NA,NA,999,NA
git-completion virtual,1,NA,NA,NA,NA,NA,NA,999,NA
git-core virtual,1,NA,NA,NA,NA,NA,NA,999,NA
git-cvs,1,NA,NA,NA,NA,NA,NA,999,NA
git-daemon-run,1,NA,NA,NA,NA,NA,NA,999,NA
git-daemon-sysvinit,1,NA,NA,NA,NA,NA,NA,999,NA
git-doc,1,NA,NA,NA,NA,NA,NA,999,NA
git-dpm,1,NA,NA,NA,NA,NA,NA,999,NA
git-el,1,NA,NA,NA,NA,NA,NA,999,NA
git-email,1,NA,NA,NA,NA,NA,NA,999,NA
git-extras,1,NA,NA,NA,NA,NA,NA,999,NA
git-flow,1,NA,NA,NA,NA,NA,NA,999,NA
git-ftp,1,NA,NA,NA,NA,NA,NA,999,NA
gitg,2,4460,6463.1991991992,1800.1694886135,129.5,-1.1127836639,0.1295,999,0
git-gui,1,NA,NA,NA,NA,NA,NA,999,NA
github-backup,1,NA,NA,NA,NA,NA,NA,999,NA
gitit,1,NA,NA,NA,NA,NA,NA,999,NA
gitk,1,NA,NA,NA,NA,NA,NA,999,NA
gitmagic,1,NA,NA,NA,NA,NA,NA,999,NA
git-mediawiki,1,NA,NA,NA,NA,NA,NA,999,NA
git-merge-changelog,1,NA,NA,NA,NA,NA,NA,999,NA
git-notifier,1,NA,NA,NA,NA,NA,NA,999,NA
gitolite,1,NA,NA,NA,NA,NA,NA,999,NA
gitpkg,1,NA,NA,NA,NA,NA,NA,999,NA
git-reintegrate,1,NA,NA,NA,NA,NA,NA,999,NA
git-remote-bzr,1,NA,NA,NA,NA,NA,NA,999,NA
git-remote-gcrypt,1,NA,NA,NA,NA,NA,NA,999,NA
git-remote-hg,1,NA,NA,NA,NA,NA,NA,999,NA
git-repair,1,NA,NA,NA,NA,NA,NA,999,NA
git-review,1,NA,NA,NA,NA,NA,NA,999,NA
git-sh,1,NA,NA,NA,NA,NA,NA,999,NA
gitso,1,NA,NA,NA,NA,NA,NA,999,NA
gitstats,1,NA,NA,NA,NA,NA,NA,999,NA
git-svn,1,NA,NA,NA,NA,NA,NA,999,NA
gitweb,1,NA,NA,NA,NA,NA,NA,999,NA
givaro-dev-doc,1,NA,NA,NA,NA,NA,NA,999,NA
givaro-user-doc,1,NA,NA,NA,NA,NA,NA,999,NA
giws,1,NA,NA,NA,NA,NA,NA,999,NA
giws-doc,1,NA,NA,NA,NA,NA,NA,999,NA
gjacktransport,1,NA,NA,NA,NA,NA,NA,999,NA
gjay,1,NA,NA,NA,NA,NA,NA,999,NA
gjdoc virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gjiten,1,NA,NA,NA,NA,NA,NA,999,NA
gjots,1,NA,NA,NA,NA,NA,NA,999,NA
gjs-tests,1,NA,NA,NA,NA,NA,NA,999,NA
gkdebconf,1,NA,NA,NA,NA,NA,NA,999,NA
gkermit,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellkam,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm,2,8952,6585.2192192192,1776.7845642527,864,1.332058387,0.864,999,0
gkrellm-bfm,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-common virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-cpufreq,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellmd,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-gkrellmpc,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-hdplop,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-ibam,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellmitime,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-leds,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-mailwatch,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-mldonkey,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellmoon,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-radio,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-reminder,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-thinkbat,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-volume,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellmwireless,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-xinfo,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellm-xkb,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellshoot,1,NA,NA,NA,NA,NA,NA,999,NA
gkrelltop,1,NA,NA,NA,NA,NA,NA,999,NA
gkrelltopd,1,NA,NA,NA,NA,NA,NA,999,NA
gkrelluim,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellweather,1,NA,NA,NA,NA,NA,NA,999,NA
gkrellxmms,1,NA,NA,NA,NA,NA,NA,999,NA
gl,1,NA,NA,NA,NA,NA,NA,999,NA
glabels,1,NA,NA,NA,NA,NA,NA,999,NA
glabels-data,1,NA,NA,NA,NA,NA,NA,999,NA
glabels-dev,1,NA,NA,NA,NA,NA,NA,999,NA
glacier virtual,1,NA,NA,NA,NA,NA,NA,999,NA
gladish+dfsg,1,NA,NA,NA,NA,NA,NA,999,NA
gladtex,1,NA,NA,NA,NA,NA,NA,999,NA
glam,1,NA,NA,NA,NA,NA,NA,999,NA
glance,1,NA,NA,NA,NA,NA,NA,999,NA
glance-api,1,NA,NA,NA,NA,NA,NA,999,NA
glance-common,1,NA,NA,NA,NA,NA,NA,999,NA
glance-registry,1,NA,NA,NA,NA,NA,NA,999,NA
glances,3,5324,6387.019019019,1340.999835189,219,-0.792706301,0.219,999,0
glassfish-activation,1,NA,NA,NA,NA,NA,NA,999,NA
glassfish-javaee,1,NA,NA,NA,NA,NA,NA,999,NA
glassfish-jmac-api,1,NA,NA,NA,NA,NA,NA,999,NA
glassfish-mail,1,NA,NA,NA,NA,NA,NA,999,NA
glassfish-toplink-essentials,1,NA,NA,NA,NA,NA,NA,999,NA
glaurung,1,NA,NA,NA,NA,NA,NA,999,NA
glbsp,1,NA,NA,NA,NA,NA,NA,999,NA
glchess,8,6779.6785714286,6449.6395323895,729.8689425549,652,0.4521894546,0.652,999,0
gle-doc,1,NA,NA,NA,NA,NA,NA,999,NA
glee-dev,1,NA,NA,NA,NA,NA,NA,999,NA
gle-graphics,1,NA,NA,NA,NA,NA,NA,999,NA
glew-utils,1,NA,NA,NA,NA,NA,NA,999,NA
glfer,1,NA,NA,NA,NA,NA,NA,999,NA
glhack,1,NA,NA,NA,NA,NA,NA,999,NA
glibc-doc,1,NA,NA,NA,NA,NA,NA,999,NA
glibc-doc-reference,1,NA,NA,NA,NA,NA,NA,999,NA
glibc-pic virtual,1,NA,NA,NA,NA,NA,NA,999,NA
glibc-source,1,NA,NA,NA,NA,NA,NA,999,NA
glib-networking-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
glib-networking-tests,1,NA,NA,NA,NA,NA,NA,999,NA
glide-bin,1,NA,NA,NA,NA,NA,NA,999,NA
gliese,2,8952,6349.993993994,1861.4921455596,882.5,1.3978065995,0.8825,999,0
gliese-viewer virtual,1,NA,NA,NA,NA,NA,NA,999,NA
glines,5,7397.8,6461.9665665666,936.5358337507,847,0.9992500017,0.847,999,0
gliv,1,NA,NA,NA,NA,NA,NA,999,NA
glob,1,NA,NA,NA,NA,NA,NA,999,NA
global,1,NA,NA,NA,NA,NA,NA,999,NA
global-assembly-cache-tool virtual,1,NA,NA,NA,NA,NA,NA,999,NA
glob-data,1,NA,NA,NA,NA,NA,NA,999,NA
globs,1,NA,NA,NA,NA,NA,NA,999,NA
globus-authz-callout-error-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-authz-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-callout-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-common-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-common-progs,1,NA,NA,NA,NA,NA,NA,999,NA
globus-core,1,NA,NA,NA,NA,NA,NA,999,NA
globus-ftp-client-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-ftp-control-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-cache-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-cache-program,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-cache-program-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-copy-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-copy-progs,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-server-ez-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-server-ez-progs,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gass-transfer-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gatekeeper,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gatekeeper-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gfork-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gfork-progs,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-audit,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-client-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-client-tools,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-client-tools-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-callout-error-dbg virtual,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-condor,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-fork,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-fork-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-fork-setup-dbg,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-fork-setup-poll,1,NA,NA,NA,NA,NA,NA,999,NA
globus-gram-job-manager-fork-setup-seg,1,NA,NA,NA,NA,NA,NA,999,NA
